Commit Hash,Commit Message,Commit Date,Author,Test File,Implementation File,Type
aa52c5de1f5f72eb95d5cc3472a82cc4bd0b6354,"ZOOKEEPER-1292. FLETest is flaky


git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1222816 13f79535-47bb-0310-9956-ffa450edef68",2011-12-23 19:46:53,Benjamin Reed,FLETest.java,FLE.java,Not TDD
85da85be5383777dbd3fc76fa24a95cd6290d024,"ZOOKEEPER-1326. The CLI commands ""delete"" and ""rmr"" are confusing. Can we have ""rm"" + ""rmr"" instead? (Harsh J via phunt)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225052 13f79535-47bb-0310-9956-ffa450edef68",2011-12-27 23:53:31,Patrick D. Hunt,ZooKeeperTest.java,ZooKeeper.java,Not TDD
00a6861f922b55cbfeec3eb928be2b57ddf99780,"ZOOKEEPER-1089. zkServer.sh status does not work due to invalid option of nc (Roman Shaposhnik via phunt)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225108 13f79535-47bb-0310-9956-ffa450edef68",2011-12-28 06:07:19,Patrick D. Hunt,FourLetterWordsQuorumTest.java,FourLetterWordsQuorum.java,Not TDD
00a6861f922b55cbfeec3eb928be2b57ddf99780,"ZOOKEEPER-1089. zkServer.sh status does not work due to invalid option of nc (Roman Shaposhnik via phunt)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225108 13f79535-47bb-0310-9956-ffa450edef68",2011-12-28 06:07:19,Patrick D. Hunt,FourLetterWordsTest.java,FourLetterWords.java,Not TDD
6c4b747ea51561d251b3ae9e66276fc7d41bc81c,"ZOOKEEPER-1321: Add number of client connections metric in JMX and srvr (Neha Narkhede via camille)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225200 13f79535-47bb-0310-9956-ffa450edef68",2011-12-28 14:55:37,Camille Fournier,Zab1_0Test.java,Zab1_0.java,Not TDD
6c4b747ea51561d251b3ae9e66276fc7d41bc81c,"ZOOKEEPER-1321: Add number of client connections metric in JMX and srvr (Neha Narkhede via camille)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225200 13f79535-47bb-0310-9956-ffa450edef68",2011-12-28 14:55:37,Camille Fournier,FourLetterWordsTest.java,FourLetterWords.java,Not TDD
c95a66de524739896f96e6e69c3ae26577ef922d,"revert ZOOKEEPER-1321

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225352 13f79535-47bb-0310-9956-ffa450edef68",2011-12-28 21:44:09,Camille Fournier,Zab1_0Test.java,Zab1_0.java,Not TDD
c95a66de524739896f96e6e69c3ae26577ef922d,"revert ZOOKEEPER-1321

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1225352 13f79535-47bb-0310-9956-ffa450edef68",2011-12-28 21:44:09,Camille Fournier,FourLetterWordsTest.java,FourLetterWords.java,Not TDD
1a556bd13b9a1e250ec2279fb3ba92dc9ba2d69c,"ZOOKEEPER-1343. getEpochToPropose should check if lastAcceptedEpoch is greater or equal than epoch


git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1227000 13f79535-47bb-0310-9956-ffa450edef68",2012-01-04 00:15:03,Benjamin Reed,Zab1_0Test.java,Zab1_0.java,Not TDD
820f3e6dc2aaa6a15c307368e127c0a5dd8fc555,"ZOOKEEPER-1293. Remove unused readyToStart from Leader.java (Alex Shraer via phunt)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1227927 13f79535-47bb-0310-9956-ffa450edef68",2012-01-06 01:32:58,Patrick D. Hunt,Zab1_0Test.java,Zab1_0.java,Not TDD
06f28609b0c6b206d3b5dcb48895aad98607ddce,"ZOOKEEPER-1294. One of the zookeeper server is not accepting any requests (Kavita Sharma via henryr)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1231389 13f79535-47bb-0310-9956-ffa450edef68",2012-01-13 23:28:41,Henry Robinson,ObserverLETest.java,ObserverLE.java,Not TDD
d4b27432c8e474218c06ae62d7e1285b0cd4e9ad,"ZOOKEEPER-1358. In StaticHostProviderTest.java, testNextDoesNotSleepForZero tests that hostProvider.next(0) doesn't sleep by checking that the latency of this call is less than 10sec (Alex Shraer via camille)

git-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1231806 13f79535-47bb-0310-9956-ffa450edef68",2012-01-16 02:19:01,Camille Fournier,StaticHostProviderTest.java,StaticHostProvider.java,Not TDD
